work_year,remote_ratio,experience_level_num,company_size_num,salary_log,job_title_index,employment_type_index,salary_currency_index,employee_residence_index,remote_type_index
2023,0,1,1,11.849404844423074,14.0,0.0,0.0,0.0,0.0
2023,100,2,1,11.994122464057146,0.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.860768522363712,0.0,0.0,0.0,0.0,1.0
2023,0,2,2,12.743445745927973,3.0,0.0,0.0,0.0,0.0
2023,0,2,2,12.078812973059884,3.0,0.0,0.0,0.0,0.0
2023,100,1,1,11.51293546492023,0.0,0.0,0.0,0.0,1.0
2023,100,1,1,11.156264806643742,0.0,0.0,0.0,0.0,1.0
2023,0,0,1,11.350418300109132,0.0,0.0,0.0,0.0,0.0
2023,0,0,1,11.082157933374816,0.0,0.0,0.0,0.0,0.0
2023,100,2,1,11.840681252050683,1.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.329855628284692,1.0,0.0,0.0,0.0,1.0
2023,0,0,1,11.225256725762893,2.0,0.0,0.0,0.0,0.0
2023,0,0,1,11.156264806643742,2.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.228328144428588,2.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.841516728140565,2.0,0.0,0.0,0.0,0.0
2023,100,2,1,12.670752754955478,3.0,0.0,0.0,0.0,1.0
2023,100,2,1,12.26528921768626,3.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.461642696843066,0.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.225256725762893,0.0,0.0,0.0,0.0,1.0
2023,0,2,1,12.180759965737863,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.982935344196433,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.345838935721968,4.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.872004516724523,4.0,0.0,0.0,0.0,0.0
2023,100,1,1,11.51293546492023,0.0,0.0,0.0,0.0,1.0
2023,100,1,1,11.156264806643742,0.0,0.0,0.0,0.0,1.0
2023,50,1,2,11.561725152903833,18.0,0.0,0.0,0.0,2.0
2023,100,1,2,14.346139397261565,26.0,0.0,3.0,4.0,1.0
2023,0,1,1,10.545367754151743,2.0,0.0,2.0,1.0,0.0
2023,0,1,1,10.463131911491967,2.0,0.0,2.0,1.0,0.0
2023,0,2,1,11.884495917930655,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.652696102959753,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.034103319015012,2.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.56362808494399,2.0,0.0,0.0,0.0,0.0
2023,0,2,2,12.642393449177936,7.0,0.0,0.0,0.0,0.0
2023,0,2,2,11.977294499661248,7.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.154784614286667,3.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.918397239722838,3.0,0.0,0.0,0.0,0.0
2023,0,1,1,11.998439434579149,0.0,0.0,0.0,0.0,0.0
2023,0,1,1,11.775297421715827,0.0,0.0,0.0,0.0,0.0
2023,100,2,1,11.918397239722838,4.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.695255355062795,4.0,0.0,0.0,0.0,1.0
2023,0,2,1,11.884495917930655,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.695255355062795,0.0,0.0,0.0,0.0,0.0
2023,0,2,2,12.311337656627584,7.0,0.0,0.0,0.0,0.0
2023,0,2,2,11.820417517632333,7.0,0.0,0.0,0.0,0.0
2023,100,2,1,10.714439990727769,2.0,0.0,2.0,40.0,1.0
2023,100,2,1,10.463131911491967,2.0,0.0,2.0,40.0,1.0
2023,0,2,1,12.392556361841777,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.951186847493476,0.0,0.0,0.0,0.0,0.0
2023,100,2,1,12.301387370778713,0.0,0.0,0.0,0.0,1.0
2023,100,2,1,12.154784614286667,0.0,0.0,0.0,0.0,1.0
2023,0,1,1,10.915106645867503,1.0,0.0,2.0,1.0,0.0
2023,0,1,1,10.714439990727769,1.0,0.0,2.0,1.0,0.0
2020,0,3,1,9.61587214452889,91.0,0.0,0.0,17.0,0.0
2023,100,1,1,11.156264806643742,69.0,0.0,2.0,1.0,1.0
2023,100,1,1,10.768506042432708,69.0,0.0,2.0,1.0,1.0
2023,100,0,1,11.350418300109132,2.0,0.0,0.0,0.0,1.0
2023,100,0,1,11.225256725762893,2.0,0.0,0.0,0.0,1.0
2023,0,2,1,11.982935344196433,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.849404844423074,0.0,0.0,0.0,0.0,0.0
2023,0,1,1,12.611541086966115,3.0,0.0,0.0,0.0,0.0
2023,0,1,1,12.429220196836383,3.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.337105293891872,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.133507329024972,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.154784614286667,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.04355959836804,1.0,0.0,0.0,0.0,0.0
2023,0,1,1,12.345838935721968,9.0,0.0,0.0,0.0,0.0
2023,0,1,1,12.206077645517674,9.0,0.0,0.0,0.0,0.0
2023,100,2,1,12.100717685412471,5.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.652696102959753,5.0,0.0,0.0,0.0,1.0
2023,100,2,1,12.206077645517674,5.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.652696102959753,5.0,0.0,0.0,0.0,1.0
2023,50,2,0,10.819798284210286,79.0,0.0,1.0,6.0,2.0
2023,0,3,1,12.301387370778713,0.0,0.0,0.0,0.0,0.0
2023,0,3,1,12.230770136157428,0.0,0.0,0.0,0.0,0.0
2023,0,1,1,12.100717685412471,0.0,0.0,0.0,0.0,0.0
2023,0,1,1,11.775297421715827,0.0,0.0,0.0,0.0,0.0
2023,100,2,1,12.206077645517674,0.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.918397239722838,0.0,0.0,0.0,0.0,1.0
2023,0,2,1,12.278397958261774,15.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.04355959836804,15.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.419169901386761,3.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.056417678159836,3.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.319405795112926,1.0,0.0,0.0,2.0,0.0
2023,0,2,1,12.07824495582233,1.0,0.0,0.0,2.0,0.0
2023,100,2,1,11.695255355062795,2.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.225256725762893,2.0,0.0,0.0,0.0,1.0
2023,100,0,2,14.151983508870947,0.0,0.0,3.0,4.0,1.0
2023,100,2,1,11.51293546492023,26.0,0.0,5.0,11.0,1.0
2023,0,1,1,11.51293546492023,22.0,0.0,7.0,43.0,0.0
2023,0,2,1,11.849404844423074,2.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.695255355062795,2.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.759793355371237,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.308370569092329,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.884495917930655,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.652696102959753,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.128116509451258,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.849404844423074,0.0,0.0,0.0,0.0,0.0
2023,0,3,1,12.70533466782146,29.0,0.0,0.0,0.0,0.0
2023,0,3,1,12.504698367212223,29.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.51293546492023,36.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.289794413577894,36.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.429220196836383,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.998439434579149,1.0,0.0,0.0,0.0,0.0
2023,100,1,1,12.206077645517674,22.0,0.0,0.0,0.0,1.0
2023,0,2,1,11.884495917930655,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.51293546492023,0.0,0.0,0.0,0.0,0.0
2023,0,3,1,11.884495917930655,0.0,0.0,0.0,0.0,0.0
2023,0,3,1,11.652696102959753,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.223426197857627,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.931642378754141,1.0,0.0,0.0,0.0,0.0
2023,0,2,2,12.384223015005313,1.0,0.0,0.0,0.0,0.0
2023,0,2,2,11.719134432217524,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.37581963951765,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.884495917930655,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.164031157730161,8.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.807362173417939,8.0,0.0,0.0,0.0,0.0
2023,100,2,1,12.154784614286667,4.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.626263078808801,4.0,0.0,0.0,0.0,1.0
2022,100,2,2,11.338583982516495,1.0,0.0,1.0,3.0,1.0
2023,0,0,1,11.350418300109132,0.0,0.0,0.0,0.0,0.0
2023,0,0,1,11.082157933374816,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.813037464800539,2.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.566475710526321,2.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.587931300962664,9.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.128116509451258,9.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.289794413577894,2.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.156264806643742,2.0,0.0,0.0,0.0,0.0
2023,100,2,1,12.301387370778713,0.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.982935344196433,0.0,0.0,0.0,0.0,1.0
2023,100,2,1,12.07254696717504,1.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.884495917930655,1.0,0.0,0.0,0.0,1.0
2023,0,2,1,12.206077645517674,2.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.908346971208951,2.0,0.0,0.0,0.0,0.0
2023,0,2,1,10.714439990727769,1.0,0.0,1.0,3.0,0.0
2023,0,2,1,10.491301994830229,1.0,0.0,1.0,3.0,0.0
2023,0,2,2,12.390479526523466,0.0,0.0,0.0,0.0,0.0
2023,0,2,2,11.725622642422277,0.0,0.0,0.0,0.0,0.0
2023,100,2,1,11.937545932118134,4.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.670792089258995,4.0,0.0,0.0,0.0,1.0
2023,100,2,1,12.06105265381003,4.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.635151947212842,4.0,0.0,0.0,0.0,1.0
2023,0,2,2,12.468440756144114,7.0,0.0,0.0,0.0,0.0
2023,0,2,2,11.820417517632333,7.0,0.0,0.0,0.0,0.0
2023,0,3,1,12.07254696717504,0.0,0.0,0.0,0.0,0.0
2023,0,3,1,11.608244735642321,0.0,0.0,0.0,0.0,0.0
2023,0,2,2,12.468440756144114,7.0,0.0,0.0,0.0,0.0
2023,0,2,2,11.820417517632333,7.0,0.0,0.0,0.0,0.0
2023,100,2,1,11.775297421715827,6.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.608244735642321,6.0,0.0,0.0,0.0,1.0
2023,100,2,1,12.230770136157428,7.0,0.0,0.0,0.0,1.0
2023,100,2,1,12.122696471358964,7.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.915058360753719,2.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.752540611652623,2.0,0.0,0.0,0.0,1.0
2023,0,2,1,12.180759965737863,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.982935344196433,1.0,0.0,0.0,0.0,0.0
2023,100,2,1,12.299271507160956,0.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.892156105774053,0.0,0.0,0.0,0.0,1.0
2023,0,2,1,12.04355959836804,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.813037464800539,1.0,0.0,0.0,0.0,0.0
2023,100,2,1,12.07254696717504,1.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.884495917930655,1.0,0.0,0.0,0.0,1.0
2023,0,2,1,12.201065128819632,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.995357787034976,1.0,0.0,0.0,0.0,0.0
2023,0,2,2,12.311337656627584,7.0,0.0,0.0,0.0,0.0
2023,0,2,2,11.820417517632333,7.0,0.0,0.0,0.0,0.0
2023,100,3,1,12.30592250537653,4.0,0.0,0.0,0.0,1.0
2023,100,3,1,11.938199736300925,4.0,0.0,0.0,0.0,1.0
2023,0,2,1,12.138869243416009,2.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.759793355371237,2.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.25486757159303,6.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.820417517632333,6.0,0.0,0.0,0.0,0.0
2023,100,2,1,12.07254696717504,1.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.51293546492023,1.0,0.0,0.0,0.0,1.0
2023,0,2,1,12.095146671399466,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.599112335481124,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.409017571151187,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.100717685412471,1.0,0.0,0.0,0.0,0.0
2023,100,2,1,11.863589378812122,2.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.225256725762893,2.0,0.0,0.0,0.0,1.0
2023,0,2,1,12.200059603373045,11.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.56362808494399,11.0,0.0,0.0,0.0,0.0
2023,100,2,1,11.736077016252437,2.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.626263078808801,2.0,0.0,0.0,0.0,1.0
2023,0,2,1,12.25486757159303,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.951186847493476,1.0,0.0,0.0,0.0,0.0
2023,100,2,1,11.652696102959753,11.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.362114203075018,11.0,0.0,0.0,0.0,1.0
2023,0,2,1,12.013706813470414,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.849404844423074,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.842236406331555,2.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.571203807011969,2.0,0.0,0.0,0.0,0.0
2023,0,0,2,10.915106645867503,2.0,0.0,4.0,2.0,0.0
2022,0,2,0,12.524530013005734,22.0,0.0,0.0,2.0,0.0
2023,50,2,0,10.819798284210286,43.0,3.0,0.0,30.0,2.0
2023,100,1,1,12.545045324865894,3.0,0.0,0.0,0.0,1.0
2023,100,1,1,11.921392728762589,3.0,0.0,0.0,0.0,1.0
2023,100,0,2,11.156264806643742,1.0,0.0,4.0,2.0,1.0
2023,0,2,1,12.431218191515056,5.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.979805470779858,5.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.884495917930655,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.652696102959753,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.849404844423074,2.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.695255355062795,2.0,0.0,0.0,0.0,0.0
2023,100,0,1,11.775305113934762,1.0,0.0,0.0,0.0,1.0
2023,100,0,1,11.183142803166307,1.0,0.0,0.0,0.0,1.0
2023,100,1,1,11.450187987645785,1.0,0.0,0.0,0.0,1.0
2023,100,1,1,10.85828720583839,1.0,0.0,0.0,0.0,1.0
2023,100,2,1,12.07254696717504,2.0,0.0,0.0,2.0,1.0
2023,100,2,1,11.813037464800539,2.0,0.0,0.0,2.0,1.0
2023,0,0,1,11.350418300109132,0.0,0.0,0.0,0.0,0.0
2023,0,0,1,11.082157933374816,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.456835254920371,3.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.898194668458823,3.0,0.0,0.0,0.0,0.0
2023,100,2,1,12.310437165348775,0.0,0.0,0.0,0.0,1.0
2023,100,2,1,12.07254696717504,0.0,0.0,0.0,0.0,1.0
2023,100,2,1,12.220966184120165,1.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.799614544567753,1.0,0.0,0.0,0.0,1.0
2023,0,0,2,12.272145925822166,7.0,0.0,0.0,0.0,0.0
2023,0,0,2,11.781126508407558,7.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.30592250537653,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.898194668458823,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.51293546492023,36.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.289794413577894,36.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.132969552931216,1.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.769898298682092,1.0,0.0,0.0,0.0,0.0
2023,100,2,1,12.380030154325457,1.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.957617696467539,1.0,0.0,0.0,0.0,1.0
2023,100,2,1,12.624786269856633,3.0,0.0,0.0,0.0,1.0
2023,100,2,1,12.201065128819632,3.0,0.0,0.0,0.0,1.0
2023,100,1,1,10.714439990727769,23.0,0.0,1.0,3.0,1.0
2023,0,2,1,11.918397239722838,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,11.775297421715827,0.0,0.0,0.0,0.0,0.0
2023,100,2,1,11.849404844423074,1.0,0.0,0.0,0.0,1.0
2023,100,2,1,11.608244735642321,1.0,0.0,0.0,0.0,1.0
2023,0,1,1,11.407576060361786,2.0,0.0,0.0,0.0,0.0
2023,0,1,1,11.225256725762893,2.0,0.0,0.0,0.0,0.0
2023,0,1,1,11.990407312509369,6.0,0.0,2.0,1.0,0.0
2023,0,1,1,11.345346697230422,6.0,0.0,2.0,1.0,0.0
2023,0,2,1,12.388398368982115,0.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.120520203776788,0.0,0.0,0.0,0.0,0.0
2023,0,1,1,11.775297421715827,19.0,0.0,0.0,0.0,0.0
2023,0,1,1,11.289794413577894,19.0,0.0,0.0,0.0,0.0
2023,0,2,1,12.429220196836383,0.0,0.0,0.0,0.0,0.0
